,date,speaker,title,party,media,score,field,subject,link,knesset,gender,main-quote
247,11/09/2017,יעקב ליצמן,על הגירעון בהדסה,יהדות התורה,גל״צ,untrue,"עבודה, רווחה ובריאות",מערכת הבריאות,https://www.thewhistle.co.il/feed/6a0JDM9yLN,הכנסת ה-20,male,"""כשאני עזבתי את סגן שר הבריאות הגירעון היה 150 מיליון שקל בהדסה, חזרתי לתפקידי אחרי שנה ושלושת רבעי, כאשר הגירעון היה מיליארד שלוש מאות"""
248,26/12/2017,יעקב ליצמן,על יוזמתו שראשי ממשלה יידרשו להיות בעלי ניסיון צבאי או תואר אקדמי,יהדות התורה,רשת,untrue,"כנסת, ממשלה ומנהל ציבורי",ניסיון צבאי,https://www.thewhistle.co.il/feed/qX0nzXm0N9,הכנסת ה-20,male,"ליצמן: ""ראש ממשלה, צריך להיות לו ניסיון עשיר בקרבי, בצבא, בנושא הצבאי""הילה קורח: ""למה? היו הרי שרי ביטחון שלא היו קרביים""ליצמן: ""לא היו. כולם היו פחות או יותר, ידעו את זה, היו מעורבים, כולם מאז קום המדינה"" "
249,04/03/2018,יעקב ליצמן,על הצ״ח יסוד לימוד תורה,יהדות התורה,103FM,mostly untrue,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/VnWb2ADWve,הכנסת ה-20,male,"""המשימה שלי היא להעביר את החוק הזה. החוק הזה הוסכם בהסכם הקואליציוני, זאת אומרת, זה לא דבר חדש"""
250,31/10/2018,יעקב ליצמן,על פועלה של יעל גרמן בנושא חוק הפונדקאות,יהדות התורה,נאום,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/3wW6K5YyD2,הכנסת ה-20,male,"""את היית שרת הבריאות כשאף חרדי לא היה בתוך הקואליציה. היה לך שנתיים לעשות משהו, לא עשיתם כלום"""
251,07/04/2019,יעקב ליצמן,על המחסור במיטות אשפוז בבתי חולים:,יהדות התורה,"גל""צ",mostly untrue,כלכלה,תקציב הבריאות,https://www.thewhistle.co.il/feed/NR0d2jVyBV,מע׳ בחירות,male,"""ארבע שנים הוספתי כל שנה 200 מיטות למערכת הבריאות בבתי חולים ממשלתיים. מעבר לכך, הוספתי גם בית חולים באמצע קדנציה באשדוד, אסותא, 350 מיטות"""
252,07/04/2019,יעקב ליצמן,על פועלו בתחום הבריאות:,יהדות התורה,"גל""צ",TRUE,תחבורה,תעופה,https://www.thewhistle.co.il/feed/6a0JDm9yLN,מע׳ בחירות,male,"""מפלגת יהדות התורה היא המפלגה היחידה שבהסכם הקואליציוני הקודם דאגה לבריאות"""
253,04/03/2019,יפעת שאשא-ביטון,על מחירי החשמל,כולנו,רשת,untrue,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/KRxoozvxOn,מע׳ בחירות,female,"""בתחילת הקדנציה, לפני ארבע שנים, שילמו 20% פחות. זאת אומרת, היום, אחרי ההתייקרות, אנחנו מדברים על כך שהציבור משלם 17% פחות משהם שילמו לפני ארבע שנים"""
254,09/07/2019,יפעת שאשא-ביטון,על העברת אגף מעונות היום למשרד החינוך:,כולנו,גל״צ,half true,"חינוך, תרבות וספורט",מעונות יום,https://www.thewhistle.co.il/feed/Z8yXDkMy42,מע׳ בחירות,female,"""גם כשהמשרד [של מעונות היום] עבר מהתמ""ת לכלכלה ומהכלכלה לרווחה, בשום שלב לא היה תוספת תקציבית, הוא הועבר כאגף"""
255,30/01/2018,יצחק בוז׳י הרצוג,על סודן ואריתראה,עבודה,רדיו ירושלים,mostly true,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/rVxwgl6xmA,הכנסת ה-20,male,"""הם [מבקשי המקלט] הגיעו ממדינות שעל פי האמנה הבינלאומית אי אפשר להחזיר אותם לשם, גם אריתריאה וגם סודן זה מדינות שהן הנמוכות ביותר במדד זכויות האדם האובייקטיבי של כל ארגוני זכויות האדם ואמנות האו""ם לפליטים"""
256,22/08/2018,יצחק כהן,על הצורך לקיים עבודות לבניית גשר יהודית בתל אביב בשבת,"ש""ס",כאן ב׳,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/QXx46naW78,הכנסת ה-20,male,"""כל הסיפור הזה הוא גימיק, הוא פרובוקציה. הוא התחיל כצורך פוליטי לקראת הבחירות המקומיות המוניציפליות. אף אחד לא באמת חושב שתוכנית כזאת גדולה יצאה פתאום בין לילה"""
257,26/06/2019,יצחק פינדרוס,על יחסו של שי פירון לחרדים:,יהדות התורה,גל״צ,misleading,"חינוך, תרבות וספורט",תקציב,https://www.thewhistle.co.il/feed/36xj8XVWRd,הכנסת ה-21,male,"""כשישב איש יש עתיד במשרד החינוך, אז תוך כדי המלחמה בעזה ילדים חרדים לא היו זכאים לקייטנות בשדרות"""
258,17/08/2017,יריב לוין,על נאומו של רה״מ נגד רשויות החוק,ליכוד,כאן ב׳,untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/DKWRRb6Wbj,הכנסת ה-20,male,"""אם הקשבת לנאום של ראש הממשלה, הוא במפורש אמר – רבותי, תנו לרשויות לעשות את עבודתן, הוא אמר את הדברים האלה"""
259,08/09/2017,יריב לוין,"על פסיקת בג""ץ בעניין מבקשי המקלט",ליכוד,גלובס,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/O10Y9rp0wq,הכנסת ה-20,male,"""הקביעה [של ביהמ""ש העליון] שאומרת שאדם יכול לגנוב את הגבול ולהיכנס למדינה בצורה בלתי חוקית, אבל אז אסור להוציא אותו בכפייה, זה דבר מטורף"""
260,03/10/2017,יריב לוין,על היעדרות הרשות השופטת מטקס בגוש עציון,ליכוד,גל״צ,untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/wzy5KJm0Q6,הכנסת ה-20,male,"""זה לא עניין לבחירה של השופטים איזה טקס נאה בעיניהם ואיזה לא. הם צריכים להתייצב על פי כללי הפרוטוקול כנציגים רשמיים של הרשות השופטת"""
261,27/11/2017,יריב לוין,על פתיחת עסקים בשבת,ליכוד,כאן ב׳,untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/Xr0mzK2Wpv,הכנסת ה-20,male,"""נוצר התקדים של תל אביב ובעקבותיו פסיקה של ביהמ""ש העליון, שבא ואמר שלמרות שהחוק קובע ששר הפנים צריך לאשר, הרי שמבחינת ביהמ""ש הסמכות היא טכנית ולא מהותית, והשר חייב לחתום בכל מקרה. מה שאנחנו עושים זה להחזיר את הסדר כמו שהיה מלכתחילה"""
262,08/12/2017,יריב לוין,על חוק ההמלצות,ליכוד,חברת החדשות,mostly untrue,חוק ומשפט,חקירות נתניהו,https://www.thewhistle.co.il/feed/a5xQzld0qA,הכנסת ה-20,male,"""ראש הממשלה הבהיר שהוא לא מעוניין בדבר הזה, [חוק ההמלצות] הוא עשה את זה כבר בישיבת שרי הליכוד לפני למעלה חודש [...] הוא לא עצר את החקיקה, מי שקיבל את ההחלטה הוא יו""ר ועדת הפנים ח""כ אמסלם"""
263,13/05/2018,יריב לוין,על תאגיד השידור הציבורי,ליכוד,גל״צ,untrue,תקשורת,תאגיד השידור,https://www.thewhistle.co.il/feed/47yD8PeyGP,הכנסת ה-20,male,"""לא היה ויכוח גדול על עצם קיום התאגיד. זה על הצורך שהוא יעסוק, בעלות של למעלה מ-700 מיליון שקל בנושאים שכנראה הציבור לא כל כך מעוניין שיעסוק בהם כי הוא לא צופה בהם"""
264,12/10/2018,יריב לוין,"על השפעת פסיקות בג""ץ על קצב יציאת מהגרים ומבקשי מקלט מהארץ",ליכוד,גל״צ,untrue,דת ומדינה,הגירה,https://www.thewhistle.co.il/feed/YXylJEL0w2,הכנסת ה-20,male,"""עד שבוטל החוק הראשון [...] קצב היציאה הגיע ללמעלה מ-1,500 מסתננים שיצאו מכאן בחודש, והקצב הלך וגדל כל הזמן. מהרגע שבוטל החוק על ידי בג""ץ, באופן מיידי היתה צניחה עד קרוב לאפס במספר היוצאים"""
265,24/10/2018,יריב לוין,על מפוני המאחז עמונה,ליכוד,כאן ב׳,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/1l0L1YDWva,הכנסת ה-20,male,"""[בעמונה] לא היה חולק שהם פעלו באמת בתום לב ושלא חשבו שהם על קרקע פרטית, ולא ידעו"""
266,24/12/2017,ישראל אייכלר,על ביקור הוועדה בבית שמש,יהדות התורה,הודעה לעיתונות,half true,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/YMWp5XGyKk,הכנסת ה-20,male,"""למרות חסות הכנסת, גיוס אוטובוס, שוטרים ומשמר הכנסת, לא הגיעו אלא שני חברי הוועדה למעמד האישה [...] מתוך תשעה חברים בוועדה השתתפו רק יושבת הראש מהרשימה הערבית המשותפת ונציג מרצ בוועדה"""
267,23/12/2018,ישראל אייכלר,"על גיוס נשים לצה""ל",יהדות התורה,רדיו קול-חי,mostly true,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/3wW6KYpyD2,הכנסת ה-20,male,"""צפון קוריאה היא המדינה היחידה שיש בה גיוס חובה לבנות"""
268,28/04/2019,ישראל אייכלר,על ביצועי תכנית מחיר למשתכן:,יהדות התורה,"גל""צ",mostly true,כלכלה,יוקר המחיה,https://www.thewhistle.co.il/feed/nJy3YGG0PO,מע׳ בחירות,male,"""60 אלף אנשים סיפרו להם שיש להם דירות, ורק ל-20 אלף הוגשו בקשות להיתר בנייה. 40 אלף זוגות צעירים, יש להם אשליה של דירה ואין להם זכר של דירה"""
269,05/12/2017,ישראל כ״ץ,על מספר ההרוגים בתאונות דרכים,ליכוד,כאן ב׳,untrue,תחבורה,תאונות דרכים,https://www.thewhistle.co.il/feed/1l0L1kMWva,הכנסת ה-20,male,-1
270,12/09/2018,ישראל כ״ץ,בעקבות ההודעה על סגירת הנציגות הפלסטינית בוושינגטון,ליכוד,גלי ישראל,TRUE,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/QrxOM5BW9B,הכנסת ה-20,male,"״פנייה לבית הדין הבינלאומי בהאג [היא] בניגוד לכל הסכם שהם חתומים עליו, בניגוד לחוק האמריקאי״"
271,04/10/2018,ישראל כ״ץ,על מעורבותו של רון חולדאי בהקמת גשר יהודית בתל אביב,ליכוד,גל״צ,untrue,תחבורה,רכבת,https://www.thewhistle.co.il/feed/Xr0mzEwWpv,הכנסת ה-20,male,"""אפילו את הגשר הזה הוא [רון חולדאי] לא דחף, שפתאום הוא דוחף אותו לפני הבחירות"""
272,05/12/2018,ישראל כ״ץ,על ההפסדים של רכבת ישראל ברבעון השלישי של 2018,ליכוד,כאן ב׳,mostly true,תחבורה,רכבת,https://www.thewhistle.co.il/feed/kDy83zaWwa,הכנסת ה-20,male,"מראיין: ""הרכבת הודיעה שהפסידה מאות מיליוני שקלים מההפעלה המוקדמת של הקו מירושלים""כ""ץ: ""הפעלת הקו לירושלים לא גרמה נזקים, יש הפסדים כבדים בתחום המטענים ודברים אחרים"""
273,13/03/2019,ישראל כ״ץ,על תקציב התחבורה הציבורית,ליכוד,קשת,mostly true,כלכלה,תקציב התחבורה,https://www.thewhistle.co.il/feed/e30EJQaWXQ,מע׳ בחירות,male,"""ההשקעה בתחבורה הציבורית מבחינת סכומי כסף גבוהה מזה שמשקיעים בכבישים"""
274,28/03/2019,ישראל כ״ץ,"ל דו""ח מבקר המדינה בנושא ההתקשרות בין החברה של בני גנץ למשטרה:",ליכוד,כאן ב',untrue,חוץ ובטחון,סכסוך ישראלי-ערבי,https://www.thewhistle.co.il/feed/Z909Ob9yqO,מע׳ בחירות,male,"""אני יודע שכתוב שיש שם חשד לעבירות פליליות"""
275,26/06/2019,ישראל כ״ץ,על תרומותו לירידה בקטל בדרכים:,ליכוד,פייסבוק,half true,תחבורה,הרוגים בתאונות דרכים,https://www.thewhistle.co.il/feed/OZWqm2RWjw,הכנסת ה-21,male,"""שיפרנו את מצב הבטיחות בדרכים עם ירידה של כ-30% במספר ההרוגים"""
276,07/09/2018,מאיר כהן,על גובה השכר בישראל,יש עתיד,רדיוס,untrue,כלכלה,שכר,https://www.thewhistle.co.il/feed/jKx28DMWZq,הכנסת ה-20,male,"""עדיין רוב האנשים במדינת ישראל משתכרים שכר מינימום ופחות"""
277,06/03/2019,מאיר כהן,על הבנייה בירושלים בזמן כהונת נתניהו לעומת כהונת אולמרט:,כחול לבן,רשת,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/LK0ZaqRxPk,מע׳ בחירות,male,"""האיש הזה [נתניהו] שלא חיזק את גושי ההתיישבות, האיש הזה שאולמרט בנה יותר ממנו בירושלים"""
278,16/05/2019,מאיר כהן,על הרוב המבוקש בוועדת הכנסת,כחול לבן,"גל""צ",mostly untrue,"כנסת, ממשלה ומנהל ציבורי",ועדת הכנסת,https://www.thewhistle.co.il/feed/N1xgVXbyeO,הכנסת ה-21,male,"""כח הקנייה של האזרח הישראלי קטן משל חבריו באירופה [...] בכל פעם שתראו עליית מחירים במדד לצרכן, תשאלו את עצמכן: מתי בפעם האחרונה קיבלתם העלאה דומה במשכורת?"""
279,13/09/2017,מאיר פרוש,על דבריו נגד השופט המנוח חשין,יהדות התורה,כאן ב׳,untrue,"כנסת, ממשלה ומנהל ציבורי",השופט חשין,https://www.thewhistle.co.il/feed/M8W1Owexge,הכנסת ה-20,male,"מראיין: ""אני זוכר שקראת לו (לשופט חשין) חזיר"". פרוש: ""לא אמרתי לו בדיוק ככה. בוא, תדייק"""
280,13/09/2017,מאיר פרוש,על חוק הגיוס,יהדות התורה,כאן ב׳,mostly true,דת ומדינה,חוק הגיוס,https://www.thewhistle.co.il/feed/qX0nzpZ0N9,הכנסת ה-20,male,"""ילד חריג אוטיסט, כן? חרדי, לומד במוסד פטור, חוק חינוך מיוחד של המדינה לא חל עליו. ראית פעם את הבג""ץ מתעסק בזה? הוא דואג למסתננים, לילדי המסתננים. לילדי החרדים הוא לא דואג"""
281,13/09/2017,מוטי יוגב,על סמכות ביהמ״ש לבטל חקיקה,הבית היהודי,כאן ב׳,untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/nJy3YQG0PO,הכנסת ה-20,male,"""אין מדינה דמוקרטית בעולם בה בית משפט עליון יכול לבטל חקיקה של הכנסת"""
282,25/09/2017,מוטי יוגב,על תקציב הביטחון,הבית היהודי,דה-מרקר,half true,כלכלה,תקציב המדינה,https://www.thewhistle.co.il/feed/YXylJq40w2,הכנסת ה-20,male,"״מ-2016, משרד האוצר, משרד הביטחון ומשרד ראש הממשלה... בהסכמות הגיעו לתקציב הגדול ב-20 מיליארד שקל מתקופת 'יש עתיד'״"
283,10/10/2017,מוטי יוגב,על צילומי לוויין של גוגל בישראל,הבית היהודי,כאן ב׳,mostly true,חוץ ובטחון,צילומי לווין של גוגל,https://www.thewhistle.co.il/feed/RVxBjQaxZk,הכנסת ה-20,male,"""הקונגרס האמריקאי אחרי פניות אליו, ואחרים, ביקשו מגוגל שבישראל יצלמו ברזולוציות נמוכות יותר, וכך גוגל אכן נוהגת ומתחשבת בצרכים הביטחוניים של ישראל"""
284,19/11/2017,מוטי יוגב,על הדמוגרפיה ביהודה ושומרון,הבית היהודי,פייסבוק,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/O4Wk2bV0jb,הכנסת ה-20,male,"""במדינת ישראל וביהודה ושומרון יחד, כ-4.2 [מיליון] ערבים שהריבוי הטבעי שלהם קטן מ- 2.9 למשפחה"""
285,19/03/2018,מוטי יוגב,על גירוש מחבלים ללבנון ב-92׳,הבית היהודי,גל״צ,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/47yD8XPyGP,הכנסת ה-20,male,"""בשנת 92' החליט בית המשפט העליון בנשיאותו של אהרן ברק להשיב מלבנון למעלה מ-400 מחבלים, רוצחים ואחרים, אותם גירשנו לשם, בהחלטה של ממשלת ישראל"""
286,26/03/2018,מוטי יוגב,על הריבוי הטבעי באוכלוסייה היהודית והערבתי,הבית היהודי,טוויטר,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/Z909OXNyqO,הכנסת ה-20,male,"""אחוז האימהות שחיות היום בלי נישואין בכלל - האמהות החד הוריות - גדל ב-80% ב-6 השנים האחרונות"""
287,05/08/2018,מוסי רז,על קליטת סייענים בישראל,מרצ,ערוץ 20,untrue,דת ומדינה,שוויון זכויות,https://www.thewhistle.co.il/feed/7nya12ey9A,הכנסת ה-20,male,"״ממשלת ישראל הזו, של הימין, קיבלה תוך עשור כ-120 אלף משת״פים ובני משפחותיהם״"
288,07/01/2018,מייקל אורן,"על מכירת שיכר בסוף שבוע בארה""ב",כולנו,כאן ב׳,half true,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/Z909O3eyqO,הכנסת ה-20,male,"""בניו יורק סיטי, בוושינגטון די-סי - בירת ארצות הברית, אסור למכור אלכוהול ביום ראשון"""
289,18/03/2018,מייקל אורן,על שיטת מינוי השופטים בישראל,כולנו,רדיו דרום - אשדוד,mostly untrue,חוק ומשפט,"בג""ץ",https://www.thewhistle.co.il/feed/jKx28prWZq,הכנסת ה-20,male,"""אנחנו נמצאים ברשימה מאוד קצרה עם עוד שתי מדינות: הודו ותאילנד, יש להן את אותה שיטה של בחירת שופטים [שבה] שופטים מכהנים בוחרים את השופטים שמחליפים אותם"""
290,24/05/2018,מייקל אורן,על ייבוא מטורקיה,כולנו,כאן ב׳,untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/QXx46NXW78,הכנסת ה-20,male,"""רוב החומוס שאתה אוכל והטחינה זה גם מטורקיה"""
291,13/06/2018,מייקל אורן,על עמדת טראמפ ביחס לירושלים,כולנו,רדיו דרום אשדוד,mostly untrue,חוץ ובטחון,יחסים בינ״ל,https://www.thewhistle.co.il/feed/RVxBjNBxZk,הכנסת ה-20,male,"""טראמפ הכיר בירושלים המאוחדת כבירתנו [...] השגרירות ממוקמת למעשה במזרח העיר. השכונה הזאת, תלפיות, זה במזרח העיר"""
292,26/09/2018,מייקל אורן,"על נאום טראמפ בעצרת הכללית של האו""ם",כולנו,קשת,half true,חוץ ובטחון,ארצות הברית,https://www.thewhistle.co.il/feed/QOxe2gD0GE,הכנסת ה-20,male,"""הוא חוזר למה שהיה בארה""ב לפני 100 פלוס שנה, כשארה""ב התנגדה להקמתו של חבר הלאומים, בראשית המאה העשרים. [הם] לא הצטרפו, בגלל שהאמריקאים שונאים את הגלובליזם"""
293,03/12/2017,מיכאל מלכיאלי,על השכלה גבוהה לחרדים,"ש""ס",גל״צ,untrue,"חינוך, תרבות וספורט",חינוך,https://www.thewhistle.co.il/feed/e30EJeBWXQ,הכנסת ה-20,male,"""עד היום המל""ג נתן למכללות החרדיות את האפשרות לתת תואר שני [...] בסך הכל אנחנו מבקשים שהמכללות שעד היום לימדו בנפרד ימשיכו ללמד בנפרד. תלכו למכללות החרדיות ותראו שיש ירידה בעשרות אחוזים ברישום לתואר שני בשנה הבאה"" "
294,06/08/2018,מיכאל מלכיאלי,על חוקי עזר לפתיחת עסקים בשבת,"ש""ס",גל״צ,mostly untrue,דת ומדינה,השבת,https://www.thewhistle.co.il/feed/O10Y9Bj0wq,הכנסת ה-20,male,"""שר הפנים אין בסמכותו לאכוף את החוק, זה רק הרשות המקומית. ירצה ביבס [ראש עיריית מודיעין] יאכוף, לא ירצה לא יאכוף"""
295,29/10/2017,מיכל רוזין,על מצע הליכוד,מרצ,גל״צ,untrue,"כנסת, ממשלה ומנהל ציבורי",בחירות לכנסת,https://www.thewhistle.co.il/feed/qX0nzgZ0N9,הכנסת ה-20,female,"""כבר 30 שנה אין מצע לליכוד"""
296,01/01/2018,מיכל רוזין,על הבנייה ביהודה ושומרון,מרצ,ערוץ הכנסת,TRUE,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/47yD8LjyGP,הכנסת ה-20,female,"""מ-1995 עד היום נבנו פחות מ-50 אלף יחידות דיור בגדה המערבית [...] זה לא שאני לא מוטרדת מהבנייה, ולא שאני לא מוטרדת מ-400 אלף ישראלים שגרים מעבר לקו הירוק"""
297,05/01/2018,מיכל רוזין,על עונש מוות ויאיר לפיד,מרצ,כאן 11,untrue,חוץ ובטחון,סכסוך ישראלי-פלסטיני,https://www.thewhistle.co.il/feed/QrxOMLEW9B,הכנסת ה-20,female,"""רק לפני חצי שנה העלה יאיר לפיד עם ח""כ ביטן הצעה אותו הדבר"""
