word,syllabls_count
מורים,2
מורשת,3
מושטת,3
מותו,2
מותר,2
מזדהים,3
מזה,2
מזוז,2
מזויפת,4
מזיהום,3
מזכל,2
מזרח,2
מחבלים,3
מחברים,3
מחדש,3
מחוייבת,4
מחוץ,2
מחוק,2
מחזיק,2
מחזיקים,3
מחיה,2
מחיר,2
מחירי,3
מחירים,3
מחל,2
מחלחל,3
מחליט,2
מחלפים,3
מחנה,3
מחסויות,4
מחסור,2
מטבע,3
מטוס,2
מטופש,3
מטורף,3
מטורקיה,3
מטיף,2
מטעם,3
מטפלים,3
מטרה,3
מי,1
מיגור,2
מידי,3
מידיי,3
מידת,2
מיוחד,3
מיושם,3
מיותר,3
מיותרים,4
מיטות,2
מיידי,3
מיילים,2
מייצאת,3
מייצוא,3
מילארד,2
מילואים,3
מיליארד,2
מיליארדי,3
מיליארדים,3
מיליון,2
מיליונים,3
מימון,2
מין,1
מינו,2
מינויה,3
מינוס,2
מיני,2
מיניים,3
מינימום,3
מיסים,2
מיעוט,2
מיקי,2
מירושלים,5
מישראל,4
מכאן,2
מכהן,3
מכהנים,4
מכהנת,4
מכיוון,3
מכיסם,3
מכיר,2
מכל,2
מכם,2
מכן,2
מכספי,3
מכסת,2
מכרז,2
מכרטיסים,4
מכתב,2
מכתיר,2
מלא,2
מלאה,3
מלבנון,4
מלון,2
מלחמות,3
מלחמת,3
מליוני,3
מלימודי,4
מלכתחילה,4
מלפני,3
ממאגר,4
ממאה,3
ממדינה,3
ממדינות,3
ממה,2
ממומן,3
ממוצעת,4
ממוקמת,4
ממיליארד,3
ממכרז,3
ממלאי,2
ממליץ,2
ממליצה,3
ממליצים,3
ממלכתי,3
מממן,3
מממשלות,3
ממנה,3
ממנו,3
ממני,3
ממערת,3
ממצרים,4
ממרצ,3
ממש,2
ממשל,2
ממשלה,3
ממשלות,3
ממשלת,3
ממשלתיות,4
ממשלתיים,4
ממתווה,3
ממתינים,3
מן,1
מנגנון,3
מנדט,2
מנדלבליט,3
מנומקת,4
מנוע,3
מנחם,3
מני,2
מניח,3
מניחה,3
מניחים,3
מנתה,2
מס,1
מסביב,3
מסגרות,3
מסדירים,3
מסובבים,4
מסודן,3
מסודר,3
מסוריה,3
מסחר,2
מסיים,3
מסיימי,3
מסיימים,3
מסים,2
מסיעה,3
מסכנת,4
מסמן,3
מספיק,2
מספר,2
מסתכל,3
מסתכלים,3
מסתנני,4
מסתננים,4
מעבירות,4
מעבר,3
מעד,2
מעוגנת,4
מעולם,3
מעונות,3
מעוניין,3
מעורב,3
מעורבים,4
מעזה,3
מעט,2
מעידים,3
מעל,2
מעלה,3
מעליהן,4
מעמ,2
מעמד,3
מעמידים,4
מענה,3
מענק,3
מעסיק,3
מעצר,3
מערב,3
מערביות,5
מערכת,4
מערערת,4
מערת,3
מעשים,3
מעת,2
מפוקחות,4
מפורסם,3
מפורש,3
מפורשות,4
מפורשת,4
מפייק,2
מפלגה,3
מפלגות,3
מפלגת,3
מפני,2
מפסיקים,3
מפקחות,3
מפריע,3
מפרסום,3
מפרסומות,4
מפרסמים,4
מצב,2
מצביע,3
מצטמצם,3
מציין,3
מצייצות,3
מציל,2
מציעים,3
מצע,2
מצרים,3
מקבל,3
מקבלים,3
מקדימה,4
מקודם,3
מקום,2
מקומות,3
מקומיים,4
מקימים,3
מקלט,2
מקפיאה,3
מקצץ,3
מקק,2
מקרב,3
מקרה,3
מקרקעי,4
מקשה,2
מראש,2
מרביתם,3
מרוויח,3
מרוויחים,3
מרכז,2
מרכזי,3
מרכיב,2
מרכיבי,3
מרצ,2
מרץ,2
מרצון,3
מרצונם,3
מרקר,2
מרשים,2
משאבים,3
משגיחי,3
משגשגים,4
משהו,3
משהם,3
משוחרר,3
משוכנע,3
משול,2
משום,2
משוק,2
משוקלל,3
משטחי,3
משטרתי,3
משכר,3
משל,2
משלם,3
משלמים,3
משלמת,4
משמעות,3
משמעותי,4
משמעותית,4
משמעי,3
משנה,3
משנות,3
משנתיים,4
משפחות,3
משפחותיהם,5
משפט,2
משפטיים,4
משפטית,3
משק,2
משקיעה,3
משקיעים,3
משקלל,3
משרד,2
משרדי,3
משרתים,3
משת,2
משתולל,3
משתייכים,3
משתכרים,3
משתלט,3
משתמשים,3
מת,1
מתאפשר,3
מתבטאת,3
מתגאים,3
מתגוררים,4
מתגייסים,3
מתדיין,3
מתו,2
מתווכחים,3
מתוך,2
מתוכם,3
מתוקנות,4
מתוקצב,3
מתושבי,4
מתחילים,3
מתחלקת,4
מתחת,3
מתי,2
מתייחס,3
מתייחסים,4
מתייחסת,4
מתיישבים,3
מתים,2
מתלמידי,4
מתמדת,3
מתמטיקה,5
מתנהג,3
מתנות,3
מתנחלים,3
מתעסק,3
מתפללים,4
מתפקידו,4
מתקבל,3
מתקבלות,3
מתקדם,3
מתקדמות,3
מתקופת,3
מתקנת,4
מתקציב,3
מתקרב,3
מתקרבת,4
מתריע,3
נאבק,3
נאה,2
נאו,2
נאום,2
נאלצים,4
נאמר,3
נאצי,2
נבהלת,3
נבחר,2
נבחרו,3
נבלם,2
נבנו,2
נבנית,2
נבע,2
נגד,2
נגדו,2
נגדי,2
נגדך,2
נגדנו,3
נגיד,2
נגידים,3
נדייז,3
נדרשה,3
נהרי,3
נו,1
נוגע,3
נוגעות,2
נוהגת,3
נוהל,2
נוחת,2
נוכל,2
נולד,2
נולדו,2
נוני,2
נוסח,2
נוסע,3
נוסף,2
נועזת,3
נוצר,2
נוראיים,3
נושאים,2
נותן,2
נותנות,2
נזף,2
נזקים,3
נחקר,2
נחשב,2
נחשבים,3
נחשבת,3
נטו,2
נטלתם,3
נידון,2
ניהלתי,3
ניוז,1
ניירת,3
ניסיתי,3
ניצחתי,3
ניצן,2
נישואים,3
נישואין,3
ניתן,2
ניתנת,3
נכון,2
נכים,2
נכלאים,3
נכנס,2
נכנסה,3
נכנסו,3
נכנסים,3
נכפיל,2
נמוך,2
נמוכה,3
נמוכות,3
נמנע,2
נמצא,2
נמצאות,3
נמצאים,3
נמצאת,2
נמשך,2
נסגר,2
נסגרים,3
נעביר,3
נעצר,3
נפטרו,3
נפלה,2
נפקיר,2
נפש,2
נפתחה,3
נצחונות,3
נצטרך,3
נציגי,3
נקודת,3
נקי,2
נראה,2
נרכש,2
נרכשו,3
נרצח,2
נרשם,2
נשאיר,2
נשארו,3
נשים,2
נשען,2
נשק,2
נשר,2
נתון,2
נתוני,3
נתונים,3
נתמודד,3
נתן,2
נתנו,2
נתניהו,4
נתתי,3
סאטירה,3
סבא,2
סבאא,2
סבסוד,2
סגור,2
סגן,2
סגר,2
סהרונים,4
סוגרת,3
סודן,2
סוהר,2
סוף,1
סופר,2
סורית,2
סחר,2
סטטוס,2
סטטיסטית,3
סי,1
סיבה,2
סידרו,2
סיטואציה,4
סיטי,2
סיימו,2
סיכום,2
סימנים,3
סיעות,2
סיעת,2
סיפוח,3
סיפרו,2
סירבנו,3
סך,1
סכומי,2
סכנה,3
סכסוך,2
סל,1
סלולרי,4
סמוך,2
סמים,2
סמכויות,3
סמכות,2
סמכותו,3
סמל,2
סנהדרין,3
סעיף,2
ספר,2
סקוור,1
סר,1
סתיו,1
סתם,1
עבודה,3
עבודתן,4
עבור,2
עבורם,3
עבירה,3
עבירות,3
עבר,2
עברו,2
עברית,2
עגמת,2
עד,1
עדי,2
עדיין,3
עדים,2
עובדה,2
עובדות,2
עובדי,2
עובדים,2
עובדתית,3
עובר,2
עוד,1
עודף,2
עודפים,3
עוול,2
עולה,2
עולים,2
עולם,2
עולמי,3
עולמם,3
עומד,2
עומדת,3
עוני,2
עונש,2
עוקף,2
עורר,2
עושה,2
עושים,2
עזבו,2
עזבתי,3
עזה,2
עזיבה,3
עזר,2
עזרה,2
עיון,2
עיוני,3
עיר,1
עירוני,3
עיריית,3
עכשיו,2
על,1
עלה,2
עלו,2
עלויות,3
עלות,2
עליה,3
עליהם,3
עליו,2
עליון,2
עלייה,3
עליית,3
עלתה,2
עם,1
עמד,2
עמדה,2
עמדו,2
עמדותיה,4
עמדתי,3
עמה,2
עמותה,3
עמותות,3
עני,2
עניין,2
עניינים,3
ענקית,3
עסק,2
עסקים,3
עצם,2
עצמאים,3
עצמו,2
עצמכן,3
עצמם,2
עצר,2
עקב,2
עקום,2
ערבים,3
ערוץ,2
ערי,2
עשה,2
עשו,2
עשור,2
עשינו,3
עשיתי,3
עשיתם,3
עשר,2
עשרות,3
עתיד,2
עתיקות,3
עתירות,3
פארם,1
פה,1
פוליטי,3
פוליטיות,4
פוליטיקאי,4
פוליטיקאים,5
פוליטיקה,4
פולין,2
פומבי,2
פונדקאות,4
פועל,2
פופולארי,4
פורבס,1
פורטה,2
פורסם,2
פחות,2
פטור,1
פטיש,2
פי,1
פים,1
פיצול,2
פירסום,2
פירק,2
פירקתי,3
פלוס,1
פליט,2
פליטות,2
פליטים,2
פליליות,3
פלסטין,3
פלסטיני,4
פלסטינים,4
פלסטינית,4
פנו,2
פנומנלי,5
פניות,2
פנייה,2
פנימה,2
פנימיות,3
פסטיבל,3
פסילת,2
פסיקה,2
פסיקות,2
פסיקת,2
פסלתי,3
פסק,2
פסקת,2
פעולות,3
פעולתו,4
פעל,2
פעלו,3
פעלתי,3
פעם,2
פעמים,3
פער,2
פצועים,2
פקודת,2
פקחי,3
פקחים,3
פקידים,2
פרובוקטורים,5
פרובוקציה,4
פרויקט,2
פרופורציונית,4
פרט,1
פרטי,2
פרטיים,3
פרטית,2
פרטנית,3
פריימריז,3
פריצת,2
פרישה,2
פרלמנט,3
פרסום,2
פרץ,2
פרקליט,2
פרשת,3
פשוט,2
פשיעה,2
פשע,2
פשעי,2
פתאום,2
פתוחות,2
פתחו,2
פתחנו,3
פתיחת,2
פתרון,3
צבאי,2
צדדי,2
צהל,2
צודקת,3
צומת,2
צופה,2
צוק,1
צורך,2
צחי,2
ציבור,2
ציבורי,3
ציבוריות,4
ציבורית,3
ציונות,3
ציוני,3
צינור,2
ציפורים,3
ציפי,2
צמח,2
צמיחה,2
צמצם,2
צניחה,2
צעד,2
צעיר,2
צעירי,3
צעירים,3
צפויים,2
צפון,2
צרות,2
צריך,2
צריכה,2
צריכות,2
צריכים,2
צרפת,2
צרפתי,3
קב,1
קבוע,3
קבועים,2
קבלה,3
קבלת,3
קבע,2
קבעה,2
קבעו,2
קבעתי,3
קדימה,3
קדנציה,3
קהילה,3
קהילות,3
קובע,2
קודם,2
קודמיי,2
קוו,2
קול,1
קולות,2
קום,1
קומץ,2
קונה,2
קונים,2
קונסרבטיבי,4
קונקרטי,3
קורה,2
קוריאה,3
קח,1
קטלנית,3
קטן,2
קטנים,2
קטעים,2
קיבל,2
קיבלה,2
קיבלו,2
קיבלנו,3
קיבלתי,3
קיבלתם,3
קידם,2
קיום,2
קיומה,3
קיים,2
קיימות,3
קיימים,3
קיצצה,3
קלון,2
קליין,2
קמ,1
קם,1
קנאביס,3
קנדה,3
קנה,2
קניות,2
קניית,2
קפצה,2
קצב,2
קצבאות,3
קצבה,2
קצרה,2
קצת,1
קק,1
קקל,2
קראו,2
קראתי,3
קרוב,2
קרי,2
קריטריון,3
קרית,2
קרקע,2
קרקעית,3
קש,1
קשה,2
קשור,2
קשר,2
קשרים,2
ראוי,2
ראיות,3
ראייתית,4
ראינו,3
ראית,3
ראש,1
ראשון,2
ראשונה,3
ראשי,2
ראשית,2
רב,1
רבב,2
רבות,2
רבותי,3
רבין,2
רביעי,3
רבעי,2
רגב,2
רגולציה,4
רגיל,2
רהמ,2
רוב,1
רובי,2
רובם,2
רובן,2
רווחה,3
רווי,2
רוכשים,2
רומס,2
רון,1
רוסיה,2
רוצה,2
רוצחים,2
רוצים,2
רחב,2
רחבה,3
רחבת,3
רחוק,2
רחוקים,3
ריבלין,2
ריקה,2
רישום,2
רישיון,3
רכב,2
רכבי,2
רכבת,3
רלוונטי,4
רמת,2
רנוביל,3
רעב,2
רעיונית,4
רף,1
רפובליקאים,5
רפובליקנים,5
רפורמי,3
רפורמים,3
רץ,1
רצה,2
רצוי,2
רצח,2
רצים,2
רצינו,3
רק,1
רשאית,3
רשום,2
רשות,2
רשימה,3
רשימות,3
רשמיות,3
רשמיים,3
רשמית,3
רשת,2
שאגב,3
שאדלשטיין,4
שאדם,3
שאולמרט,3
שאומר,3
שאומרים,3
שאומרת,4
שאזרחי,4
שאחזו,4
שאין,2
שאינן,3
שאלתי,3
שאם,2
שאמר,3
שאנחנו,4
שאני,2
שאנשים,4
שאסור,3
שאף,2
שאפשר,3
שאר,1
שארית,3
שאת,2
שאתה,3
שב,1
שבא,2
שבאים,3
שבגץ,3
שבדרום,4
שבה,2
שבהן,3
שבהסכם,4
שבו,2
שבוטל,3
שבוע,3
שבועיים,3
שבחקירה,5
שבחרה,4
שביהמש,4
שביום,3
שבינתיים,5
שביקרה,3
שבישראל,4
שבמדינות,5
שבמקום,4
שבע,2
שבעה,2
שברח,3
שבתון,3
שבתחום,3
שבתקופה,4
שגדלו,3
שגויים,2
שגזר,3
שגם,2
שגרים,3
שגרירויות,4
שגרירות,3
שדברים,3
שדואג,3
שדיבר,3
שהאירוויזיון,5
שהאמריקאים,7
שהביאה,4
שהבית,4
שהגיע,4
שהגיעו,4
שהגיש,3
שהגשתי,4
שהדבר,4
שהדברים,4
שהדלפות,4
שהדת,3
שההשקעה,5
שהוא,2
שהובטחה,4
שהוביל,3
שהובילו,4
שהוקמה,3
שהוקפאה,4
שהורים,3
שהחוק,3
שהחליטה,4
שהחקיקה,5
שהטיעון,4
שהיא,2
שהיה,2
שהיו,3
שהייתה,3
שהם,2
שהמהלך,5
שהמטוס,4
שהמילה,4
שהמכללות,5
שהמלצות,4
שהממשלה,5
שהמציאות,5
שהמשטרה,5
שהמשרות,4
שהן,2
שהנשיא,4
שהעניק,4
שהפוליטיקאים,7
שהציבור,4
שהציע,4
שהצליחה,4
שהרבה,3
שהריבוי,4
שהשאירה,4
שהתחלות,4
שהתמיכה,4
שהתנגדו,4
שהתקציב,4
שהתרופה,4
שואה,2
שוב,1
שוהים,2
שוודיה,2
שוויון,2
שוטרים,2
שולחים,2
שולי,2
שום,1
שומע,3
שונאים,2
שונה,2
שונים,2
שועפט,3
שופט,2
שופטות,2
שופטי,2
שופטים,2
שורדים,2
שורה,2
שותף,2
שזה,2
שזו,2
שח,1
שחבר,3
שחוננים,4
שחוק,2
שחוקק,3
שחוקקה,3
שחוקקו,3
שחיות,3
שחיים,3
שחיקה,2
שחיקת,2
שחיתות,2
שחתום,3
שטוב,2
שטחה,2
שטייניץ,2
שטען,3
שטפלו,3
שי,1
שיאיר,3
שיגיע,4
שיגע,2
שידוע,2
שידור,2
שידעה,3
שיהיה,3
שיותר,3
שיזמנו,3
שיטה,2
שיטת,2
שייתכן,4
שיכולים,3
שילדים,4
שילכו,3
שילמו,2
שילמנו,3
שים,1
שימוע,3
שימוש,2
שינה,2
שינוי,2
שיניים,3
שינינו,3
שיעור,2
שיעורם,3
שיעסוק,4
שיפרנו,3
שיפתח,4
שיצאו,3
שיצביעו,4
שיציגו,4
שיקום,2
שירד,3
שירדה,3
שירות,2
שיש,2
שישה,2
שכביכול,4
שכונה,2
שכונות,2
שכיבד,3
שכל,2
שכמה,3
שכמות,3
שכמעט,3
שכן,2
שכנראה,4
שכר,2
שכשאתה,4
שכתב,3
שכתוב,3
של,1
שלא,2
שלב,2
שלבגץ,4
שלה,2
שלהם,3
שלו,2
שלום,2
שלוקחות,3
שלוש,2
שלושה,2
שלח,2
שלחם,3
שלטון,2
שלי,2
שליש,1
שלך,2
שלכם,3
שלם,2
שלמה,2
שלממשלה,5
שלמרות,3
שלנו,3
שלפי,3
שלשלוח,4
שם,1
שמאוד,3
שמאז,3
שמאחורי,5
שמאל,2
שמאמצת,5
שמאפשר,4
שמאפשרות,5
שמבחינת,4
שמבקר,4
שמגיע,4
שמגיעים,4
שמדד,3
שמדובר,4
שמדליף,3
שמהווה,4
שמואל,1
שמוביל,3
שמוחקת,4
שמונה,2
שמוניתי,4
שמוציאים,4
שמושיטה,4
שמחייב,4
שמחליפים,4
שמטפל,4
שמייצאת,4
שמישהו,4
שממשיכים,4
שמנסים,4
שמספר,4
שמעתי,3
שמפוקחות,5
שמפרות,3
שמצאנו,4
שמקבלת,5
שמקיימות,4
שמרוויחות,4
שמרנים,3
שמשטרה,4
שמשמר,3
שמשנת,3
שמשפיעה,4
שמשקיעה,4
שמשקיעים,4
שמשתמט,4
שמשתמשת,5
שמתחזים,4
שמתנגדות,4
שמתנגדים,4
שנאלצו,4
שנאמר,4
שנאספו,4
שנבנו,3
שנה,2
שנוסע,4
שנות,1
שנותרה,3
שנחקר,3
שני,2
שניט,2
שנים,2
שניתן,3
שניתנו,3
שנכנס,3
שנמצאות,4
שנמצאת,3
שנערכים,5
שנקנה,3
שנרצחו,4
שנת,1
שנתי,2
שנתיים,3
שנתית,2
שנתן,3
שנתנו,3
שנתניהו,5
שס,1
שסבאא,3
שסוכם,3
שסנהדרין,4
שעברה,3
שעד,2
שעה,2
שעובדים,3
שעוברים,3
שעוד,2
שעוזבים,3
שעולה,3
שעושים,3
שעל,2
שעלה,3
שעליו,3
שעמד,3
שעמלת,4
שערורייה,5
שעשה,3
שעשו,3
שעשויה,4
שעשיתי,4
שעשרים,3
שעתיים,4
שפה,2
שפוגע,4
שפועל,3
שפורסמה,4
שפות,2
שפטורים,3
שפיר,2
שפעלו,4
שפתאום,3
שצריך,3
שצריכים,3
שקבע,3
שקבעו,3
שקד,2
שקדמו,3
שקובע,4
שקוראים,3
שקורה,3
שקיבל,3
שקיבלנו,4
שקיים,3
שקיימים,4
שקיפות,2
שקל,2
שקלים,2
שקרה,3
שקשור,3
שקשורים,3
שר,1
שראינו,4
שראש,2
שרב,2
שרוב,2
שרון,2
שרוצים,3
שרי,2
שרים,2
שרצו,3
שרת,2
ששובתים,3
ששוללות,4
ששונות,3
ששופט,3
ששטראכה,3
ששימשו,3
ששינסקי,3
ששכר,3
ששם,2
ששר,2
שששווה,3
ששתקו,3
שתאפשר,4
שתהיה,3
שתוכנית,3
שתומכות,3
שתומכים,3
שתחנות,4
שתחפרו,4
שתי,2
שתיים,2
שתיק,2
שתל,2
שתמכו,3
שתקפו,3
שתראו,3
תאגיד,3
תאילנדי,3
תאילנדים,3
תבוא,2
תגיעו,3
תדייק,3
תהליכי,4
תואם,2
תואר,2
תובע,3
תוך,1
תוכנית,2
תומך,2
תומכים,2
תוספות,2
תוספת,3
תוצאות,3
תוצר,2
תושב,2
תושבים,3
תחבורה,3
תחוקק,3
תחושה,2
תחילת,2
תחנות,3
תחת,2
תטייל,3
תיירים,3
תיכון,2
תיפסק,3
תיצור,2
תיק,1
תיקים,2
תישאר,3
תיתן,2
תכלס,2
תכנון,2
תכניות,3
תכנית,2
תל,1
תלולה,2
תלך,2
תלכו,2
תלמיד,2
תלמידי,3
תלמידים,3
תלפיות,3
תמיד,2
תמיכה,2
תמיכתה,3
תמך,2
תמלוגים,3
תמצאו,3
תמר,2
תן,1
תנאי,1
תנאים,2
תנו,1
תעודת,3
תעשייה,4
תפונה,3
תפוקה,2
תפעלו,3
תפקידי,3
תפקידם,3
תקבל,3
תקדים,2
תקנות,3
תקנים,2
תקציב,2
תקציבי,3
תקציבית,3
תקרא,2
תקראנה,3
תקשורת,3
תראה,2
תרבות,2
תרומות,2
תרופות,2
תשאלו,3
תשובה,2
תשלום,2
תשעה,2
תשתית,2
תשתמשו,3
